Ligand,Date,Cell,Dose,Variance,Mean,Skew,Kurtosis,alphStatCov,Time,Bivalent
H16N N-term,11/8/2019,Treg,0.345679,93642504.0,3635.5928,1.8111764,4.6704745,1008618.0796222667,0.5,0
H16N N-term,11/8/2019,Treg,0.115226,63376716.0,1332.4404,1.7335421,4.2209463,790264.9988124723,0.5,0
H16N N-term,11/8/2019,Treg,0.038409,76455816.0,107.43555,1.8793054,5.9320335,578102.9799494394,0.5,0
H16N N-term,11/8/2019,Treg,0.012803,63789124.0,398.2588,1.6990265,4.7194138,314461.1038246614,0.5,0
H16N N-term,11/8/2019,Treg,0.004268,76769460.0,442.1416,1.6836536,4.7900887,598157.0248659918,0.5,0
H16N N-term,11/8/2019,Treg,0.001423,56552944.0,0.0,1.4295479,4.0988827,191532.55161820806,0.5,0
H16N N-term,11/8/2019,Treg,0.000474,64853988.0,0.0,1.6673632,4.7887383,72073.88251473944,0.5,0
H16N N-term,11/8/2019,Thelper,84.0,123700430.0,8200.676,1.9824325,4.4586844,829188.3950714964,4.0,0
H16N N-term,11/8/2019,Thelper,28.0,126112664.0,7073.0283,2.1990232,5.1962986,1051144.203913401,4.0,0
H16N N-term,11/8/2019,Thelper,9.333333,128599610.0,7110.01,2.214618,5.2071323,1064876.7087620494,4.0,0
H16N N-term,11/8/2019,Thelper,3.111,119730020.0,6983.909,2.4184122,6.5493116,994386.1416565996,4.0,0
H16N N-term,11/8/2019,Thelper,1.037037,83619260.0,5298.343,2.5821414,7.79278,791534.5677729984,4.0,0
H16N N-term,11/8/2019,Thelper,0.345679,48230150.0,4577.382,2.726735,10.491939,596571.9949750878,4.0,0
H16N N-term,11/8/2019,Thelper,0.115226,17861524.0,2529.3467,3.288398,27.843353,271241.3560832279,4.0,0
H16N N-term,11/8/2019,Thelper,0.038409,11139442.0,1672.3271,3.8873923,64.89883,227733.94939386487,4.0,0
H16N N-term,11/8/2019,Thelper,0.012803,9035497.0,1030.7305,7.7768245,200.8866,135987.45794760837,4.0,0
H16N N-term,11/8/2019,Thelper,0.004268,8208206.5,664.9717,5.6665163,138.45213,124934.11963613192,4.0,0
H16N N-term,11/8/2019,Thelper,0.001423,7344347.0,289.187,3.710964,69.04437,106739.22253982846,4.0,0
H16N N-term,11/8/2019,Thelper,0.000474,6358419.0,0.0,5.9735136,123.83855,79377.82539951941,4.0,0
H16N N-term,11/8/2019,Thelper,84.0,97584200.0,6310.5,2.2035458,6.153517,682623.2660046924,2.0,0
H16N N-term,11/8/2019,Thelper,28.0,84355850.0,4567.0254,2.641608,8.608756,841303.6487514045,2.0,0
H16N N-term,11/8/2019,Thelper,9.333333,54679716.0,3499.38,2.8689055,10.622508,570919.5074154122,2.0,0
H16N N-term,11/8/2019,Thelper,3.111,34562810.0,2851.8623,3.2494416,16.122519,444757.8334162225,2.0,0
H16N N-term,11/8/2019,Thelper,1.037037,21292048.0,2508.417,3.4889398,28.692472,365653.93824803235,2.0,0
H16N N-term,11/8/2019,Thelper,0.345679,9516612.0,1168.4546,1.8889238,14.550707,227248.9957865093,2.0,0
H16N N-term,11/8/2019,Thelper,0.115226,8608281.0,527.9907,5.362154,135.26198,173767.64320808652,2.0,0
H16N N-term,11/8/2019,Thelper,0.038409,6895774.0,1213.8472,0.28401074,0.7289734,158990.07549374594,2.0,0
H16N N-term,11/8/2019,Thelper,0.012803,7093204.0,1193.458,0.81218743,7.173976,155982.3856606064,2.0,0
H16N N-term,11/8/2019,Thelper,0.004268,7988891.5,232.51025,6.9563584,198.52495,116547.619025961,2.0,0
H16N N-term,11/8/2019,Thelper,0.001423,9821398.0,0.0,12.182367,318.53195,103999.66656520056,2.0,0
H16N N-term,11/8/2019,Thelper,0.000474,6097425.0,0.0,1.5626806,14.920721,100746.6676021468,2.0,0
H16N N-term,11/8/2019,Thelper,84.0,123566590.0,7654.3906,1.9117457,4.0598373,789942.4123008645,1.0,0
H16N N-term,11/8/2019,Thelper,28.0,114451896.0,6438.0234,2.0692472,4.425542,896624.5185347006,1.0,0
H16N N-term,11/8/2019,Thelper,9.333333,46189756.0,3588.6318,3.0181837,13.743317,496092.81921557814,1.0,0
H16N N-term,11/8/2019,Thelper,3.111,25979258.0,2702.9375,3.5054934,23.608276,369217.6301962444,1.0,0
H16N N-term,11/8/2019,Thelper,1.037037,15792747.0,2413.1133,3.4179375,45.980396,344174.9776764569,1.0,0
H16N N-term,11/8/2019,Thelper,0.345679,11539419.0,2325.3154,1.9521444,21.539223,307271.22065953905,1.0,0
H16N N-term,11/8/2019,Thelper,0.115226,9033973.0,1133.665,4.210894,113.32606,204715.1959983378,1.0,0
H16N N-term,11/8/2019,Thelper,0.038409,7971760.5,840.8213,5.363351,123.694695,146109.91407511642,1.0,0
H16N N-term,11/8/2019,Thelper,0.012803,8321036.5,1423.7871,3.5711644,80.756546,147742.40667560097,1.0,0
H16N N-term,11/8/2019,Thelper,0.004268,7004418.5,677.66455,3.89271,89.8862,132890.37987688213,1.0,0
H16N N-term,11/8/2019,Thelper,0.001423,6620444.0,125.07324,4.0503273,88.652016,100112.05250726981,1.0,0
H16N N-term,11/8/2019,Thelper,0.000474,6787209.0,324.36182,4.189051,82.68656,101790.36855935902,1.0,0
H16N N-term,11/8/2019,Thelper,84.0,131287256.0,8087.462,1.7276247,3.0096397,931052.3125944849,0.5,0
H16N N-term,11/8/2019,Thelper,28.0,94039060.0,6022.4453,1.841093,3.574379,1002626.2478046606,0.5,0
H16N N-term,11/8/2019,Thelper,9.333333,35302188.0,3236.8818,3.0322766,14.588491,452347.0399756205,0.5,0
H16N N-term,11/8/2019,Thelper,3.111,20144628.0,2106.2725,3.1203089,18.194498,293962.56319416774,0.5,0
H16N N-term,11/8/2019,Thelper,1.037037,30516756.0,2136.414,3.615521,20.860403,403148.1026334786,0.5,0
H16N N-term,11/8/2019,Thelper,0.345679,8560797.0,770.7822,4.028856,92.83436,187062.95974246823,0.5,0
H16N N-term,11/8/2019,Thelper,0.115226,12028414.0,1753.5693,7.0916905,154.17247,227183.05177228904,0.5,0
H16N N-term,11/8/2019,Thelper,0.038409,6207769.0,472.51074,2.3691077,37.345192,116538.24988212579,0.5,0
H16N N-term,11/8/2019,Thelper,0.012803,6297872.5,1050.5708,0.4343103,2.3947282,142570.5667740414,0.5,0
H16N N-term,11/8/2019,Thelper,0.004268,6041648.5,600.25684,1.6584095,22.84082,104078.75435084013,0.5,0
H16N N-term,11/8/2019,Thelper,0.001423,7126125.5,768.1045,5.391746,133.71252,103753.16965510031,0.5,0
H16N N-term,11/8/2019,Thelper,0.000474,6357232.0,0.0,6.7622576,171.9109,65567.86583568649,0.5,0
WT C-term,11/27/2019,Treg,84.0,256363060.0,22390.998,1.1433579,1.8039751,1075446.572987408,4.0,0
WT C-term,11/27/2019,Treg,28.0,272755780.0,21497.867,1.0825083,1.556036,1107331.248248837,4.0,0
WT C-term,11/27/2019,Treg,9.333333,231789180.0,19062.941,1.3169905,2.4630928,1297580.4103910406,4.0,0
WT C-term,11/27/2019,Treg,3.111,211483440.0,17096.352,1.1397551,1.4103999,1154668.7384215652,4.0,0
WT C-term,11/27/2019,Treg,1.037037,188995300.0,16578.2,1.2335789,2.800487,1328778.78315706,4.0,0
WT C-term,11/27/2019,Treg,0.345679,148647060.0,14476.18,0.91184634,1.0818214,1071775.072116275,4.0,0
WT C-term,11/27/2019,Treg,0.115226,126892590.0,12010.41,0.7303727,0.27335024,993701.5173846479,4.0,0
WT C-term,11/27/2019,Treg,0.038409,91617810.0,9000.059,1.1790705,1.8254828,1317101.5296820658,4.0,0
WT C-term,11/27/2019,Treg,0.012803,69986290.0,6462.061,1.4578956,4.4645233,1105001.4597267965,4.0,0
WT C-term,11/27/2019,Treg,0.004268,43144616.0,3140.855,1.6093326,3.6686215,638848.9401651777,4.0,0
WT C-term,11/27/2019,Treg,0.001423,59486348.0,2589.684,2.2781668,8.424975,552403.7752032722,4.0,0
WT C-term,11/27/2019,Treg,0.000474,35544230.0,329.73828,2.1307108,6.5449677,176230.58928017376,4.0,0
WT C-term,11/27/2019,Treg,84.0,234163360.0,18233.955,0.9831312,1.2145863,865977.7305685031,2.0,0
WT C-term,11/27/2019,Treg,28.0,140084580.0,16039.826,0.917186,1.6121764,948527.3675460464,2.0,0
WT C-term,11/27/2019,Treg,9.333333,188248270.0,14604.621,1.2534441,3.0291595,1321681.8663952597,2.0,0
WT C-term,11/27/2019,Treg,3.111,118277000.0,12388.98,1.0440987,2.0364985,1199388.706922686,2.0,0
WT C-term,11/27/2019,Treg,1.037037,110539240.0,11494.248,1.0307658,1.0825572,1229051.5112020131,2.0,0
WT C-term,11/27/2019,Treg,0.345679,116342296.0,10676.605,1.3497849,2.5947266,1318607.828820467,2.0,0
WT C-term,11/27/2019,Treg,0.115226,70578936.0,5644.3433,1.6744112,4.786713,1175770.4282294584,2.0,0
WT C-term,11/27/2019,Treg,0.038409,39697956.0,2878.2485,1.2479155,1.9128842,565964.392775243,2.0,0
WT C-term,11/27/2019,Treg,0.012803,42165656.0,800.249,2.4334507,9.618435,121594.11494777963,2.0,0
WT C-term,11/27/2019,Treg,0.004268,43057564.0,972.3452,1.8283174,4.4658575,211576.34371922488,2.0,0
WT C-term,11/27/2019,Treg,0.001423,28650948.0,0.0,1.8730866,5.0648184,28897.188399462757,2.0,0
WT C-term,11/27/2019,Treg,0.000474,33785828.0,0.0,1.772646,4.909961,16575.392070236838,2.0,0
WT C-term,11/27/2019,Treg,84.0,342515260.0,23369.783,1.2663939,1.7826047,1566514.227253797,1.0,0
WT C-term,11/27/2019,Treg,28.0,145786600.0,14933.67,1.5485947,4.515654,1060904.2445991074,1.0,0
WT C-term,11/27/2019,Treg,9.333333,93328060.0,12127.797,0.8315087,1.516851,985151.307236508,1.0,0
WT C-term,11/27/2019,Treg,3.111,86171690.0,10695.607,0.80387527,0.68883467,653099.6366663671,1.0,0
WT C-term,11/27/2019,Treg,1.037037,79054184.0,9517.717,1.2446381,2.4783444,914980.0490589017,1.0,0
WT C-term,11/27/2019,Treg,0.345679,74273820.0,6627.39,1.3008312,2.229351,1059511.3319284408,1.0,0
WT C-term,11/27/2019,Treg,0.115226,48089160.0,4056.0415,1.3139776,2.8058834,782165.3732746977,1.0,0
WT C-term,11/27/2019,Treg,0.038409,34812652.0,1070.0557,1.8962058,6.305501,98251.8063970398,1.0,0
WT C-term,11/27/2019,Treg,0.012803,45528016.0,1082.127,1.8369995,4.5057454,-68706.66346054987,1.0,0
WT C-term,11/27/2019,Treg,0.004268,35854012.0,0.0,1.9028875,5.001298,-275286.55348230066,1.0,0
WT C-term,11/27/2019,Treg,0.001423,51575628.0,0.0,5.358275,46.864536,27670.559506032514,1.0,0
WT C-term,11/27/2019,Treg,0.000474,40240668.0,0.0,3.0989926,16.48693,-202447.4397100506,1.0,0
WT C-term,11/27/2019,Treg,84.0,195720880.0,19810.611,1.1882024,2.2378936,530902.1037360227,0.5,0
WT C-term,11/27/2019,Treg,28.0,131132490.0,16494.627,1.0752708,3.1421099,786689.3501694589,0.5,0
WT C-term,11/27/2019,Treg,9.333333,93718380.0,10948.555,0.7302049,0.18310642,1037507.4644079215,0.5,0
WT C-term,11/27/2019,Treg,3.111,106780000.0,10512.051,2.0283728,10.151482,1051484.6562046611,0.5,0
WT C-term,11/27/2019,Treg,1.037037,82998584.0,8446.164,1.1738666,1.4183517,1206217.8965297686,0.5,0
WT C-term,11/27/2019,Treg,0.345679,67483950.0,6618.969,1.514285,4.7077646,1125555.1535523252,0.5,0
WT C-term,11/27/2019,Treg,0.115226,39725000.0,2171.4868,1.2993754,2.0903416,580877.5290268023,0.5,0
WT C-term,11/27/2019,Treg,0.038409,32404308.0,858.8574,1.7748369,5.7064514,123286.88557375554,0.5,0
WT C-term,11/27/2019,Treg,0.012803,29624574.0,0.0,1.7835997,4.5136003,-87859.54242211425,0.5,0
WT C-term,11/27/2019,Treg,0.004268,41964268.0,504.1006,2.164578,6.6966743,75830.79818282904,0.5,0
WT C-term,11/27/2019,Treg,0.001423,39720104.0,0.0,2.0097132,5.975219,-256987.9480868648,0.5,0
WT C-term,11/27/2019,Treg,0.000474,30351488.0,0.0,1.8782743,3.7751017,-267891.3549432962,0.5,0
V91K C-term,11/27/2019,Treg,84.0,111144930.0,12313.499,1.6758511,4.5241585,728761.2874799266,4.0,0
V91K C-term,11/27/2019,Treg,28.0,99178460.0,12397.733,1.087794,2.851369,816111.7326881023,4.0,0
V91K C-term,11/27/2019,Treg,9.333333,91973530.0,11652.169,1.0041555,1.6183014,843064.6858603166,4.0,0
V91K C-term,11/27/2019,Treg,3.111,97778170.0,10918.417,1.3003856,3.2283626,1235527.2843358873,4.0,0
V91K C-term,11/27/2019,Treg,1.037037,51054824.0,7411.161,1.2547226,2.6240416,790824.7811156721,4.0,0
V91K C-term,11/27/2019,Treg,0.345679,49094890.0,6077.2373,1.15248,1.5558486,877640.0715636004,4.0,0
V91K C-term,11/27/2019,Treg,0.115226,70120700.0,4668.117,4.440935,33.31726,859788.4209146182,4.0,0
V91K C-term,11/27/2019,Treg,0.038409,44472628.0,2614.789,2.779315,14.396154,671899.5038462175,4.0,0
V91K C-term,11/27/2019,Treg,0.012803,35824576.0,1137.3813,1.7657218,4.0461946,179084.73943058887,4.0,0
V91K C-term,11/27/2019,Treg,0.004268,25709536.0,502.9077,1.4619892,2.4220018,209332.28380243873,4.0,0
V91K C-term,11/27/2019,Treg,0.001423,53730610.0,1086.3257,4.6682186,35.69314,408015.6595787333,4.0,0
V91K C-term,11/27/2019,Treg,0.000474,18419022.0,0.0,1.472794,2.432292,-149147.64708283736,4.0,0
V91K C-term,11/27/2019,Treg,84.0,116442930.0,12219.921,1.4472328,4.978258,1005172.2709333821,2.0,0
V91K C-term,11/27/2019,Treg,28.0,98048620.0,11615.017,1.0741878,1.6409068,859471.7518938838,2.0,0
V91K C-term,11/27/2019,Treg,9.333333,99235750.0,8251.938,3.0481899,17.723364,1118028.695694667,2.0,0
V91K C-term,11/27/2019,Treg,3.111,57798340.0,6298.745,1.2530644,1.4446526,822685.0618566659,2.0,0
V91K C-term,11/27/2019,Treg,1.037037,43394970.0,2789.796,3.424723,25.750938,664544.2654010752,2.0,0
V91K C-term,11/27/2019,Treg,0.345679,32132530.0,2760.501,1.1453913,1.0947704,530555.9723185053,2.0,0
V91K C-term,11/27/2019,Treg,0.115226,38027548.0,1169.0273,2.8889377,13.56358,323095.2587418562,2.0,0
V91K C-term,11/27/2019,Treg,0.038409,20698086.0,0.0,1.7228953,4.3386464,-40198.391306964004,2.0,0
V91K C-term,11/27/2019,Treg,0.012803,21631758.0,0.0,1.8141522,5.2154875,66794.53053143839,2.0,0
V91K C-term,11/27/2019,Treg,0.004268,32872884.0,595.1787,2.212284,9.482695,95365.488431109,2.0,0
V91K C-term,11/27/2019,Treg,0.001423,28996796.0,493.86572,1.4056472,2.4037437,251684.45994056726,2.0,0
V91K C-term,11/27/2019,Treg,0.000474,23160490.0,0.0,2.4065974,8.852281,52099.47146026658,2.0,0
V91K C-term,11/27/2019,Treg,84.0,106127930.0,13162.255,0.7643362,0.3754661,770121.9861039205,1.0,0
V91K C-term,11/27/2019,Treg,28.0,86634800.0,11207.86,0.92048186,1.5336642,954832.9875103249,1.0,0
V91K C-term,11/27/2019,Treg,9.333333,59067416.0,6732.9346,1.333758,3.1540413,975880.7887921436,1.0,0
V91K C-term,11/27/2019,Treg,3.111,50621348.0,3860.7236,1.6854429,4.512782,365182.75880215503,1.0,0
V91K C-term,11/27/2019,Treg,1.037037,32199286.0,1346.7847,1.5899348,3.0364423,270896.5472905033,1.0,0
V91K C-term,11/27/2019,Treg,0.345679,27368062.0,646.4575,1.4908075,2.4736052,-27422.049144071418,1.0,0
V91K C-term,11/27/2019,Treg,0.115226,33312040.0,377.70947,1.9310788,4.883424,-21185.799975416598,1.0,0
V91K C-term,11/27/2019,Treg,0.038409,32029734.0,882.54834,1.7181348,3.993619,29593.547634007442,1.0,0
V91K C-term,11/27/2019,Treg,0.012803,36138052.0,0.0,3.0280132,13.861063,-28032.593790112063,1.0,0
V91K C-term,11/27/2019,Treg,0.004268,39019736.0,0.0,4.222635,28.178848,-25488.92014298858,1.0,0
V91K C-term,11/27/2019,Treg,0.001423,28736208.0,333.8545,1.7221755,4.4254355,-157630.14290390353,1.0,0
V91K C-term,11/27/2019,Treg,0.000474,23698154.0,0.0,1.8171515,3.9016614,-187539.37628609122,1.0,0
V91K C-term,11/27/2019,Treg,84.0,105174160.0,14236.077,0.41523662,-0.4276793,721987.6163353501,0.5,0
V91K C-term,11/27/2019,Treg,28.0,115321416.0,15693.3545,0.7952207,1.6082969,1176999.6349425798,0.5,0
V91K C-term,11/27/2019,Treg,9.333333,64131428.0,5562.6016,1.6618984,4.7681756,1141751.2432985427,0.5,0
V91K C-term,11/27/2019,Treg,3.111,46690424.0,2423.2637,2.2184143,7.9247465,1004572.1022621855,0.5,0
V91K C-term,11/27/2019,Treg,1.037037,38318330.0,1199.5073,3.6978204,26.40047,406140.3093364604,0.5,0
V91K C-term,11/27/2019,Treg,0.345679,24338620.0,738.0078,1.5393475,2.742815,142446.518526435,0.5,0
V91K C-term,11/27/2019,Treg,0.115226,53769120.0,607.1548,5.303515,44.452328,469959.468334212,0.5,0
V91K C-term,11/27/2019,Treg,0.038409,36894204.0,60.157227,4.1072674,28.258753,382534.40814795357,0.5,0
V91K C-term,11/27/2019,Treg,0.012803,51686950.0,425.70068,4.4057837,29.203716,538129.50796972,0.5,0
V91K C-term,11/27/2019,Treg,0.004268,49828584.0,1297.6831,4.2700696,32.19021,378832.8118764508,0.5,0
V91K C-term,11/27/2019,Treg,0.001423,24611458.0,0.0,1.6497822,3.2076979,126748.94292844103,0.5,0
V91K C-term,11/27/2019,Treg,0.000474,35238520.0,668.40625,2.597269,12.42516,357610.040400416,0.5,0
WT C-term,11/27/2019,Thelper,84.0,143705600.0,10437.221,1.2703803,1.5508628,803609.5052176453,4.0,0
WT C-term,11/27/2019,Thelper,28.0,146786770.0,10110.502,1.3321023,1.4765763,933074.8545054122,4.0,0
WT C-term,11/27/2019,Thelper,9.333333,119341100.0,8632.338,1.5616912,2.410964,978138.5496695196,4.0,0
WT C-term,11/27/2019,Thelper,3.111,94761180.0,6517.436,2.0312226,4.3936543,973110.273356632,4.0,0
WT C-term,11/27/2019,Thelper,1.037037,90056440.0,5718.0464,2.0999076,4.060061,1089194.0009780892,4.0,0
WT C-term,11/27/2019,Thelper,0.345679,70029090.0,4431.9263,2.5448394,6.8562346,944545.3504157047,4.0,0
WT C-term,11/27/2019,Thelper,0.115226,32223954.0,2440.3232,3.5142899,14.627832,475319.7457594848,4.0,0
WT C-term,11/27/2019,Thelper,0.038409,8556161.0,955.4409,4.622045,32.13286,143040.96293898052,4.0,0
WT C-term,11/27/2019,Thelper,0.012803,3709153.0,403.261,6.206137,83.9785,5327.715954881375,4.0,0
WT C-term,11/27/2019,Thelper,0.004268,1885558.4,123.410645,1.8788097,11.156485,-51388.98579321683,4.0,0
WT C-term,11/27/2019,Thelper,0.001423,2703110.8,172.22363,13.194373,509.25372,-65558.60460436411,4.0,0
WT C-term,11/27/2019,Thelper,0.000474,1751383.6,101.08496,1.603785,7.849408,-58605.9298202091,4.0,0
WT C-term,11/27/2019,Thelper,84.0,92581530.0,7795.19,1.4773239,2.244357,352489.25748368626,2.0,0
WT C-term,11/27/2019,Thelper,28.0,60122400.0,5573.8286,1.8129337,3.7407327,442700.41332578665,2.0,0
WT C-term,11/27/2019,Thelper,9.333333,50034396.0,3779.3086,2.6017334,7.442568,681563.1676077523,2.0,0
WT C-term,11/27/2019,Thelper,3.111,25604462.0,2467.1372,3.1011143,11.979828,447363.9830819865,2.0,0
WT C-term,11/27/2019,Thelper,1.037037,15486898.0,1749.3354,3.7809486,19.8735,263296.8874202951,2.0,0
WT C-term,11/27/2019,Thelper,0.345679,7272473.0,865.24316,4.681027,36.671333,110668.52347755509,2.0,0
WT C-term,11/27/2019,Thelper,0.115226,3435752.2,260.91577,17.383287,766.45435,-38301.870764103616,2.0,0
WT C-term,11/27/2019,Thelper,0.038409,1716309.4,88.65845,1.6623605,7.711548,-60818.62615420543,2.0,0
WT C-term,11/27/2019,Thelper,0.012803,1895737.8,58.665527,3.1455617,38.455025,-65662.62228672736,2.0,0
WT C-term,11/27/2019,Thelper,0.004268,1964694.8,37.630615,4.5514984,89.10397,-74471.6979127197,2.0,0
WT C-term,11/27/2019,Thelper,0.001423,1612089.6,0.0,1.5155632,7.458416,-63453.63180334599,2.0,0
WT C-term,11/27/2019,Thelper,0.000474,1876944.1,9.264893,2.5698607,26.715368,-81272.49918723518,2.0,0
WT C-term,11/27/2019,Thelper,84.0,80555810.0,7973.851,1.1909944,1.442111,221837.93377996975,1.0,0
WT C-term,11/27/2019,Thelper,28.0,47974004.0,5326.384,1.5500333,2.8450804,312360.0767277746,1.0,0
WT C-term,11/27/2019,Thelper,9.333333,28387968.0,2691.454,2.892837,14.155972,550966.0909964277,1.0,0
WT C-term,11/27/2019,Thelper,3.111,20373180.0,1800.3838,2.871991,9.99784,443901.73172878457,1.0,0
WT C-term,11/27/2019,Thelper,1.037037,7897899.5,990.44434,3.3922877,16.620056,176030.72450036492,1.0,0
WT C-term,11/27/2019,Thelper,0.345679,3367381.2,207.1875,3.9955237,34.468666,28155.60061577799,1.0,0
WT C-term,11/27/2019,Thelper,0.115226,2453594.0,227.6543,3.0227218,21.756369,-23599.89602295594,1.0,0
WT C-term,11/27/2019,Thelper,0.038409,1882562.9,0.0,2.081689,12.82218,-43256.8447018019,1.0,0
WT C-term,11/27/2019,Thelper,0.012803,2211400.5,0.0,4.6472983,72.856575,-46209.754587365744,1.0,0
WT C-term,11/27/2019,Thelper,0.004268,3960675.0,0.0,15.895751,499.3381,-50342.259633064205,1.0,0
WT C-term,11/27/2019,Thelper,0.001423,1980744.9,0.0,3.4699392,47.175465,-58951.97495439308,1.0,0
WT C-term,11/27/2019,Thelper,0.000474,2032209.8,101.352295,2.4582236,19.8351,-54735.07958204076,1.0,0
WT C-term,11/27/2019,Thelper,84.0,99348050.0,9914.486,0.89139664,0.40178657,494380.0649379594,0.5,0
WT C-term,11/27/2019,Thelper,28.0,79145420.0,7861.97,1.2073325,1.1947436,759236.702784803,0.5,0
WT C-term,11/27/2019,Thelper,9.333333,25649170.0,2277.5986,3.0960402,12.736758,500736.81295397464,0.5,0
WT C-term,11/27/2019,Thelper,3.111,13768545.0,1332.3784,3.5511441,17.305788,281280.57187966426,0.5,0
WT C-term,11/27/2019,Thelper,1.037037,7934425.0,630.6377,8.275897,154.9818,109627.04564424427,0.5,0
WT C-term,11/27/2019,Thelper,0.345679,2980823.0,188.71387,3.7169564,28.628332,-1584.6187008004304,0.5,0
WT C-term,11/27/2019,Thelper,0.115226,2354231.2,75.842285,3.4831343,28.78361,-48738.79535212945,0.5,0
WT C-term,11/27/2019,Thelper,0.038409,2768690.2,0.0,20.602848,1072.4739,-91016.4663389168,0.5,0
WT C-term,11/27/2019,Thelper,0.012803,2529013.8,0.0,9.278528,256.39514,-82038.25498540513,0.5,0
WT C-term,11/27/2019,Thelper,0.004268,1818160.5,0.0,2.3297157,15.987915,-75032.57669272283,0.5,0
WT C-term,11/27/2019,Thelper,0.001423,2114654.2,0.0,4.576031,73.1048,-90445.32826956829,0.5,0
WT C-term,11/27/2019,Thelper,0.000474,1628248.1,0.0,1.9041625,9.6489725,-95403.90448836928,0.5,0
V91K C-term,11/27/2019,Thelper,84.0,46183624.0,4498.752,2.0118408,4.2198753,607958.9125015393,4.0,0
V91K C-term,11/27/2019,Thelper,28.0,41129148.0,3676.2805,2.4929373,7.83035,688915.6950125131,4.0,0
V91K C-term,11/27/2019,Thelper,9.333333,38273896.0,3171.5833,2.7718315,8.860909,621793.0006514369,4.0,0
V91K C-term,11/27/2019,Thelper,3.111,16605733.0,1753.1033,3.3939483,14.86212,290398.213210398,4.0,0
V91K C-term,11/27/2019,Thelper,1.037037,6906734.5,817.91895,4.8593287,42.915787,103419.88268534666,4.0,0
V91K C-term,11/27/2019,Thelper,0.345679,3402602.0,412.3672,7.5345488,163.31827,3183.6905026487193,4.0,0
V91K C-term,11/27/2019,Thelper,0.115226,2307549.5,303.96167,5.493176,98.47633,-53597.49253272222,4.0,0
V91K C-term,11/27/2019,Thelper,0.038409,2075807.1,192.30127,4.0834723,64.5949,-52503.92529683809,4.0,0
V91K C-term,11/27/2019,Thelper,0.012803,1761448.0,99.427246,2.9824443,42.020336,-87229.19912183222,4.0,0
V91K C-term,11/27/2019,Thelper,0.004268,2064645.4,65.70361,8.110062,247.05167,-71128.77566749469,4.0,0
V91K C-term,11/27/2019,Thelper,0.001423,1824135.2,178.2627,2.0611556,13.51226,-71690.90832597802,4.0,0
V91K C-term,11/27/2019,Thelper,0.000474,2817222.2,90.1814,15.398006,608.35504,-59734.84471704055,4.0,0
V91K C-term,11/27/2019,Thelper,84.0,29745734.0,3285.1243,2.298666,5.8751926,417073.43429720344,2.0,0
V91K C-term,11/27/2019,Thelper,28.0,23191024.0,2394.3474,3.171043,15.547693,408493.97765954904,2.0,0
V91K C-term,11/27/2019,Thelper,9.333333,5515064.0,832.23535,4.2434444,31.161133,90111.64919322879,2.0,0
V91K C-term,11/27/2019,Thelper,3.111,5206038.0,544.6067,10.010612,214.4284,41691.739036462204,2.0,0
V91K C-term,11/27/2019,Thelper,1.037037,3030998.5,368.6333,8.057105,158.29326,-49539.3971453009,2.0,0
V91K C-term,11/27/2019,Thelper,0.345679,2376967.8,288.62427,2.9775128,22.550335,-30310.838471084928,2.0,0
V91K C-term,11/27/2019,Thelper,0.115226,1725445.0,241.92822,1.4820893,7.0550957,-59332.31428888432,2.0,0
V91K C-term,11/27/2019,Thelper,0.038409,2607090.2,155.10889,17.196669,782.20123,-82285.98191998772,2.0,0
V91K C-term,11/27/2019,Thelper,0.012803,1675972.6,0.0,2.169816,15.353712,-71384.77770374692,2.0,0
V91K C-term,11/27/2019,Thelper,0.004268,2013156.2,0.0,9.524946,314.57614,-85795.90774102324,2.0,0
V91K C-term,11/27/2019,Thelper,0.001423,1785473.4,0.0,4.5831776,85.73695,-69839.20056837158,2.0,0
V91K C-term,11/27/2019,Thelper,0.000474,1407310.8,0.0,1.883588,9.511631,-75413.02996185789,2.0,0
V91K C-term,11/27/2019,Thelper,84.0,35110940.0,4059.8494,2.105919,5.747588,548635.9803026494,1.0,0
V91K C-term,11/27/2019,Thelper,28.0,23160294.0,2818.089,2.415006,6.6783905,523794.0170267995,1.0,0
V91K C-term,11/27/2019,Thelper,9.333333,3519959.8,775.72925,3.7022784,32.632137,14337.871661290177,1.0,0
V91K C-term,11/27/2019,Thelper,3.111,2536469.5,482.27905,3.8810365,44.270588,-27992.357101611648,1.0,0
V91K C-term,11/27/2019,Thelper,1.037037,2987965.5,373.51416,17.264057,704.0491,-74702.72881661552,1.0,0
V91K C-term,11/27/2019,Thelper,0.345679,2172407.0,439.89868,3.3172882,35.65821,-47096.74891992078,1.0,0
V91K C-term,11/27/2019,Thelper,0.115226,1810070.2,278.08716,1.7094609,9.043533,-64092.25091657326,1.0,0
V91K C-term,11/27/2019,Thelper,0.038409,1725504.6,206.84912,1.6861144,10.216436,-73671.50146010006,1.0,0
V91K C-term,11/27/2019,Thelper,0.012803,2460839.2,272.66675,7.8424034,180.39337,-71317.19751021836,1.0,0
V91K C-term,11/27/2019,Thelper,0.004268,1783516.1,95.231445,2.1472182,15.76774,-86009.42601319987,1.0,0
V91K C-term,11/27/2019,Thelper,0.001423,2006861.0,155.42822,2.952711,28.684717,-76223.38788267323,1.0,0
